sample_id,latitude_deg,longitude_deg,lroc_wac_albedo,optical_maturation_omat,boulder_density_per_100m2,max_boulder_diameter_m,crater_density_per_km2,landing_hazard_index,nac_high_res_coverage
LROC_01260,-87.3101,-136.6265,0.177,0.159,0.8,1.34,64,0.352,1
LROC_01261,-82.0244,126.5534,0.183,0.2,0.85,1.5,36,0.246,1
LROC_01262,-86.8964,-123.6194,0.195,0.162,0.51,1.09,43,0.233,1
LROC_01263,-85.4478,170.9136,0.201,0.184,0.87,1.58,86,0.448,0
LROC_01264,-89.8838,123.3138,0.199,0.173,1.92,2.45,26,0.334,0
LROC_01265,-89.2755,0.3156,0.184,0.158,0.99,1.39,52,0.327,0
LROC_01266,-86.0751,173.3117,0.166,0.204,2.44,2.73,16,0.357,1
LROC_01267,-85.2006,-144.9444,0.17,0.187,0.45,0.84,26,0.158,1
LROC_01268,-83.9998,-70.8963,0.189,0.195,0.56,1.38,69,0.343,0
LROC_01269,-87.0834,49.7608,0.19,0.172,0.23,1.05,26,0.132,0
LROC_01270,-83.0502,-53.9975,0.169,0.195,3.18,3.3,23,0.474,1
LROC_01271,-81.3988,154.2141,0.186,0.15,0.05,0.73,93,0.378,1
LROC_01272,-82.2015,-156.3746,0.194,0.165,0.33,1.18,46,0.224,1
LROC_01273,-89.6038,17.7883,0.168,0.165,0.27,1.02,87,0.38,1
LROC_01274,-85.1949,32.7119,0.202,0.163,0.37,0.98,22,0.132,0
LROC_01275,-88.9507,54.9821,0.179,0.187,1.87,2.2,42,0.392,1
LROC_01276,-87.5795,-87.9602,0.204,0.159,0.34,0.85,70,0.321,1
LROC_01277,-80.1334,-48.7561,0.177,0.193,1.87,2.45,50,0.424,1
LROC_01278,-88.575,123.725,0.17,0.171,0.41,1.16,51,0.253,0
LROC_01279,-85.0111,-109.8206,0.178,0.193,1.45,1.97,46,0.358,1
LROC_01280,-83.8184,117.6724,0.184,0.197,0.55,0.96,53,0.278,1
LROC_01281,-82.9754,22.556,0.179,0.195,0.28,1.12,63,0.286,0
LROC_01282,-84.4035,94.3875,0.182,0.173,0.45,1.23,32,0.182,1
LROC_01283,-89.9023,76.8987,0.19,0.143,0.41,0.84,37,0.197,1
LROC_01284,-86.7354,-105.2959,0.182,0.187,0.23,0.64,47,0.216,1
LROC_01285,-84.8229,24.7726,0.184,0.175,0.26,0.9,87,0.379,1
LROC_01286,-89.1213,132.3803,0.159,0.174,0.15,0.68,65,0.278,1
LROC_01287,-86.4937,-24.4382,0.191,0.166,0.31,0.82,57,0.265,1
LROC_01288,-89.668,167.9727,0.184,0.199,0.73,1.1,18,0.16,1
LROC_01289,-89.2142,-17.2026,0.209,0.149,0.37,1.21,94,0.42,0
LROC_01290,-86.0308,-128.5972,0.171,0.19,0.93,1.65,81,0.436,1
LROC_01291,-88.6728,-39.8035,0.158,0.192,3.26,3.39,86,0.735,1
LROC_01292,-84.3246,162.6129,0.194,0.167,0.36,1.16,94,0.419,1
LROC_01293,-83.1054,-64.9005,0.19,0.184,0.47,1.16,16,0.12,1
LROC_01294,-81.9941,132.5153,0.17,0.208,0.13,0.68,59,0.252,1
LROC_01295,-87.9985,137.2502,0.162,0.183,0.37,1.17,94,0.42,1
LROC_01296,-88.3252,-53.9329,0.208,0.163,0.97,1.57,54,0.332,0
LROC_01297,-88.9543,-150.0272,0.206,0.177,0.18,0.99,16,0.086,1
LROC_01298,-83.6357,80.8408,0.148,0.207,0.15,0.77,46,0.202,1
LROC_01299,-82.9352,-67.8556,0.178,0.178,0.35,0.97,15,0.102,1
LROC_01300,-89.6841,101.8525,0.21,0.161,1.28,1.7,32,0.282,1
LROC_01301,-80.6379,-20.6443,0.178,0.147,0.73,1.25,78,0.4,1
LROC_01302,-89.4803,-5.304,0.178,0.168,2.37,2.82,46,0.468,1
LROC_01303,-84.587,100.0474,0.181,0.161,1.76,2.46,23,0.303,1
LROC_01304,-82.9094,-42.3492,0.168,0.195,0.12,0.81,69,0.29,1
LROC_01305,-81.2903,-20.4742,0.159,0.185,0.05,0.52,81,0.33,1
LROC_01306,-82.8591,-44.5714,0.201,0.165,0.38,0.75,38,0.198,1
LROC_01307,-81.9827,-47.7574,0.157,0.189,0.55,1.32,25,0.166,1
LROC_01308,-86.6055,9.3408,0.189,0.162,0.54,1.07,42,0.233,1
LROC_01309,-81.8517,111.1678,0.198,0.194,0.11,0.66,30,0.133,1
LROC_01310,-89.1989,-49.7634,0.163,0.206,0.1,0.89,26,0.116,1
LROC_01311,-81.0518,8.7317,0.171,0.207,0.05,0.92,82,0.334,0
LROC_01312,-84.5241,61.4618,0.203,0.179,1.43,2.06,18,0.244,1
LROC_01313,-81.827,-83.0018,0.193,0.173,2.21,2.48,89,0.621,1
LROC_01314,-85.4768,-80.0918,0.176,0.205,0.09,0.68,80,0.331,1
LROC_01315,-83.5642,156.0287,0.203,0.158,0.18,0.94,45,0.202,1
LROC_01316,-84.736,80.4724,0.203,0.156,0.07,0.92,70,0.288,0
LROC_01317,-82.6841,27.7872,0.189,0.166,1.57,2.31,64,0.444,0
LROC_01318,-89.1837,53.1792,0.171,0.191,2.39,2.81,81,0.611,1
LROC_01319,-89.3965,-169.4522,0.179,0.168,0.23,1.02,15,0.088,1
LROC_01320,-87.529,42.5171,0.189,0.173,0.27,0.67,83,0.364,1
LROC_01321,-88.4046,3.4232,0.182,0.154,0.34,0.85,53,0.253,0
LROC_01322,-81.2822,16.4699,0.199,0.178,0.52,1.05,66,0.326,1
LROC_01323,-87.8079,-50.6074,0.162,0.164,0.86,1.66,50,0.303,1
LROC_01324,-80.2413,-150.6694,0.163,0.173,0.53,0.88,81,0.388,1
LROC_01325,-86.631,-110.3979,0.188,0.194,2.26,2.59,26,0.375,1
LROC_01326,-88.1788,162.2681,0.178,0.198,0.08,0.94,75,0.31,1
LROC_01327,-82.103,-32.8682,0.176,0.186,1.2,1.63,94,0.52,1
LROC_01328,-83.4129,-11.9941,0.158,0.193,0.31,0.79,86,0.381,0
LROC_01329,-85.018,-161.0245,0.185,0.169,0.36,1.09,25,0.143,1
LROC_01330,-84.4464,-166.4762,0.184,0.166,0.93,1.61,28,0.224,1
LROC_01331,-82.808,78.1853,0.195,0.167,1.99,2.43,68,0.511,1
LROC_01332,-87.7155,13.7141,0.186,0.154,0.94,1.72,22,0.201,1
LROC_01333,-80.0367,3.1342,0.183,0.181,1.12,1.51,47,0.322,1
LROC_01334,-80.2521,-92.4752,0.203,0.169,1.04,1.79,18,0.197,1
LROC_01335,-83.4967,88.1103,0.165,0.172,0.29,1.04,44,0.211,1
LROC_01336,-88.0046,-119.4348,0.193,0.197,1.06,1.54,68,0.399,0
LROC_01337,-83.1977,-111.6235,0.16,0.197,1.15,1.84,20,0.218,1
LROC_01338,-89.278,-14.1436,0.172,0.193,0.57,0.98,19,0.144,1
LROC_01339,-89.6935,-76.9392,0.167,0.178,0.58,0.99,92,0.438,1
LROC_01340,-87.4232,-90.9133,0.197,0.171,1.07,1.83,65,0.388,1
LROC_01341,-85.3738,52.2856,0.184,0.187,1.27,1.59,28,0.264,1
LROC_01342,-81.3173,54.3498,0.185,0.179,0.31,0.68,48,0.229,1
LROC_01343,-82.7283,116.8261,0.168,0.208,1.21,1.68,55,0.365,1
LROC_01344,-82.5729,-29.6249,0.181,0.175,1.26,1.59,53,0.363,1
LROC_01345,-85.7451,-153.6894,0.174,0.174,0.2,1.01,32,0.152,1
LROC_01346,-86.5407,-81.4801,0.191,0.184,0.95,1.72,34,0.25,0
LROC_01347,-86.2896,172.802,0.17,0.165,0.15,0.78,22,0.106,0
LROC_01348,-80.1235,34.6531,0.205,0.182,0.07,0.68,40,0.168,1
LROC_01349,-89.5989,75.5054,0.16,0.168,0.64,1.25,41,0.241,1
LROC_01350,-81.3297,-177.3512,0.173,0.192,1.79,2.12,46,0.399,1
LROC_01351,-84.2132,6.5541,0.21,0.156,0.05,0.59,56,0.23,1
LROC_01352,-85.6138,-166.4897,0.178,0.187,1.31,1.63,64,0.413,1
LROC_01353,-82.7474,24.9229,0.165,0.199,0.53,1.1,63,0.316,1
LROC_01354,-85.1333,151.4775,0.188,0.178,1.48,2.04,79,0.494,1
LROC_01355,-81.2658,168.6309,0.178,0.162,1.39,2.12,77,0.475,1
LROC_01356,-80.993,14.599,0.172,0.169,1.56,2.17,41,0.351,1
LROC_01357,-85.7828,-15.0463,0.169,0.173,1.1,1.75,89,0.488,1
LROC_01358,-87.2317,160.2062,0.227,0.129,1.39,1.8,49,0.363,1
LROC_01359,-84.0765,62.4995,0.181,0.195,0.15,0.98,52,0.226,0
LROC_01360,-80.8764,-156.6363,0.156,0.191,0.27,1.12,52,0.24,1
LROC_01361,-87.8934,-12.3388,0.207,0.15,0.21,1.06,56,0.249,1
LROC_01362,-83.7703,-93.5118,0.194,0.195,1.02,1.34,56,0.346,1
LROC_01363,-83.6844,-10.8704,0.174,0.171,0.13,0.82,63,0.268,1
LROC_01364,-82.6689,-16.0324,0.171,0.187,0.15,0.86,71,0.302,1
LROC_01365,-88.6843,29.5721,0.195,0.16,1.58,1.97,68,0.462,0
LROC_01366,-82.8418,-51.5626,0.181,0.148,0.92,1.72,24,0.206,1
LROC_01367,-80.9097,-120.8626,0.156,0.169,1.56,1.95,74,0.483,0
LROC_01368,-88.2032,1.339,0.212,0.158,0.11,0.61,54,0.229,1
LROC_01369,-87.6246,118.873,0.178,0.193,0.38,0.98,15,0.106,1
LROC_01370,-80.286,59.0444,0.207,0.172,0.25,0.79,78,0.342,1
LROC_01371,-88.1902,-58.1876,0.204,0.17,0.05,0.91,26,0.11,1
LROC_01372,-81.4561,156.7883,0.17,0.153,0.25,0.85,71,0.314,0
LROC_01373,-85.0772,148.3947,0.2,0.189,0.36,0.93,91,0.407,1
LROC_01374,-87.5277,-104.6346,0.175,0.185,0.07,0.78,40,0.168,0
LROC_01375,-81.2925,-165.8097,0.157,0.188,0.63,1.01,54,0.292,1
LROC_01376,-85.5469,86.8711,0.179,0.196,0.36,1.1,57,0.271,1
LROC_01377,-84.8518,117.9397,0.191,0.193,0.05,0.83,86,0.35,0
LROC_01378,-86.4077,168.4312,0.178,0.197,0.91,1.46,27,0.217,0
LROC_01379,-84.0705,140.3411,0.18,0.175,0.98,1.76,70,0.398,1
LROC_01380,-88.3648,36.1925,0.202,0.154,1.35,1.9,31,0.286,0
LROC_01381,-86.0892,10.8188,0.187,0.191,0.5,1.2,38,0.212,0
LROC_01382,-80.3059,-169.9772,0.172,0.162,2.6,3.2,90,0.672,1
LROC_01383,-87.4187,-91.2037,0.196,0.201,1.84,2.39,72,0.509,1
LROC_01384,-83.4326,-14.5387,0.188,0.176,0.6,1.16,94,0.448,1
LROC_01385,-86.7481,46.2614,0.147,0.178,0.44,0.81,75,0.353,1
LROC_01386,-82.2653,20.6107,0.191,0.156,0.05,0.81,94,0.382,1
LROC_01387,-88.6913,87.349,0.191,0.155,0.93,1.72,42,0.28,1
LROC_01388,-80.3018,-79.2839,0.185,0.179,0.62,1.19,81,0.398,0
LROC_01389,-85.4621,23.3829,0.198,0.171,2.08,2.44,65,0.51,1
LROC_01390,-87.6395,-148.2688,0.175,0.163,0.68,1.27,53,0.294,1
LROC_01391,-89.265,-31.0804,0.19,0.169,3.71,4.1,80,0.765,1
LROC_01392,-88.3024,90.0579,0.161,0.167,1.44,1.7,91,0.537,1
LROC_01393,-84.8023,69.6243,0.191,0.183,2.3,2.91,88,0.628,1
LROC_01394,-86.63,176.6314,0.214,0.163,0.3,1.11,54,0.252,1
LROC_01395,-81.7112,-79.9592,0.17,0.178,0.12,0.78,27,0.122,1
LROC_01396,-85.6911,-0.6519,0.174,0.162,1.2,1.54,33,0.276,0
LROC_01397,-87.5129,-61.3691,0.174,0.177,1.16,1.78,20,0.219,0
LROC_01398,-83.8286,-21.3829,0.187,0.17,0.18,0.63,32,0.15,1
LROC_01399,-82.9322,128.502,0.169,0.189,1.09,1.63,23,0.223,1
LROC_01400,-88.3296,66.3153,0.191,0.177,0.65,1.03,82,0.406,0
LROC_01401,-88.3238,137.6788,0.198,0.183,0.09,0.78,68,0.283,1
LROC_01402,-89.6333,-106.736,0.193,0.166,0.52,1.03,64,0.318,1
LROC_01403,-82.636,134.41,0.158,0.161,2.01,2.62,84,0.577,1
LROC_01404,-83.362,-158.4856,0.2,0.185,0.53,1.28,25,0.164,1
LROC_01405,-85.2537,139.8957,0.199,0.156,1.17,1.95,69,0.416,1
LROC_01406,-81.5583,-61.5334,0.197,0.155,0.05,0.57,56,0.23,1
LROC_01407,-81.9433,-66.7485,0.191,0.173,0.98,1.31,25,0.218,1
LROC_01408,-84.1465,4.3519,0.188,0.18,2.2,2.6,86,0.608,1
LROC_01409,-81.3173,158.6485,0.2,0.162,0.52,0.91,81,0.386,1
LROC_01410,-87.9416,-162.7987,0.214,0.156,0.31,0.77,16,0.101,1
LROC_01411,-88.8808,-53.1968,0.171,0.177,0.78,1.4,80,0.414,1
LROC_01412,-87.3025,128.3659,0.201,0.191,1.86,2.37,40,0.383,1
LROC_01413,-89.4291,-37.4204,0.184,0.177,0.15,0.56,90,0.378,1
LROC_01414,-84.6883,-108.3035,0.183,0.163,0.39,0.97,51,0.251,0
LROC_01415,-80.6339,-27.0741,0.162,0.173,0.13,0.78,50,0.216,1
LROC_01416,-89.6066,-41.2011,0.181,0.175,0.51,0.99,30,0.181,1
LROC_01417,-88.7789,149.5498,0.17,0.187,0.58,1.36,92,0.438,1
LROC_01418,-85.478,94.2964,0.178,0.187,2.16,2.42,80,0.579,0
LROC_01419,-80.6612,1.8416,0.169,0.186,0.4,0.89,35,0.188,1
LROC_01420,-86.8384,175.8134,0.178,0.167,0.63,1.05,21,0.16,1
LROC_01421,-84.9277,-12.5001,0.179,0.173,1.62,1.92,25,0.294,0
LROC_01422,-89.5843,-159.0344,0.186,0.187,0.29,1.1,70,0.315,1
LROC_01423,-88.5166,-85.5812,0.161,0.17,0.84,1.29,58,0.333,1
LROC_01424,-80.1337,-23.0146,0.163,0.18,1.06,1.72,68,0.399,1
LROC_01425,-80.3488,-123.5151,0.19,0.183,0.3,0.88,71,0.32,1
LROC_01426,-89.9506,161.1234,0.173,0.195,0.13,0.83,72,0.304,1
LROC_01427,-80.4819,96.0656,0.201,0.167,0.52,1.33,51,0.266,1
LROC_01428,-83.6088,-83.4166,0.188,0.169,0.33,1.12,62,0.288,1
LROC_01429,-81.3208,32.6896,0.194,0.153,0.23,0.64,76,0.332,1
LROC_01430,-85.4526,79.7217,0.206,0.175,2.72,3.27,53,0.538,1
LROC_01431,-84.844,158.8604,0.18,0.199,0.52,1.09,78,0.374,1
LROC_01432,-85.1115,137.3887,0.176,0.219,1.46,1.89,82,0.503,1
LROC_01433,-83.3314,5.4692,0.198,0.177,0.16,0.88,82,0.347,1
LROC_01434,-88.6035,98.8749,0.193,0.172,2.1,2.77,41,0.416,1
LROC_01435,-89.7003,22.3721,0.182,0.164,1.19,1.52,84,0.479,1
LROC_01436,-86.9207,18.9734,0.206,0.139,1.24,1.9,74,0.445,1
LROC_01437,-82.9532,-138.6929,0.182,0.181,0.37,0.83,58,0.276,1
LROC_01438,-87.9815,-134.5904,0.185,0.212,0.5,1.04,44,0.236,1
LROC_01439,-83.2657,10.6321,0.185,0.196,0.67,1.44,72,0.368,0
LROC_01440,-80.3009,-83.2098,0.171,0.2,1.17,1.73,50,0.34,0
LROC_01441,-89.061,-172.4267,0.186,0.18,1.42,1.71,19,0.246,0
LROC_01442,-83.274,80.2221,0.206,0.173,0.06,0.71,33,0.139,1
LROC_01443,-85.5625,-168.3048,0.192,0.137,1.76,2.38,26,0.315,1
LROC_01444,-81.3186,34.2997,0.185,0.188,2.08,2.54,74,0.546,1
LROC_01445,-88.2285,14.1098,0.183,0.169,0.67,1.09,25,0.18,1
LROC_01446,-83.0737,168.7733,0.19,0.164,0.16,0.77,67,0.287,1
LROC_01447,-81.6188,-5.6833,0.196,0.167,1.28,2.01,34,0.29,0
LROC_01448,-80.5539,-157.1035,0.194,0.167,0.6,1.27,87,0.42,1
LROC_01449,-83.1675,18.6077,0.18,0.168,1.27,1.91,41,0.316,1
LROC_01450,-85.0283,122.7946,0.19,0.175,1.26,1.93,72,0.439,1
LROC_01451,-83.8215,178.8657,0.192,0.165,0.07,0.51,19,0.084,1
LROC_01452,-81.311,-25.0765,0.17,0.185,0.7,1.32,88,0.436,1
LROC_01453,-84.2939,-64.6925,0.188,0.153,0.49,1.03,23,0.151,0
LROC_01454,-89.6961,146.3952,0.153,0.188,2.19,2.44,91,0.627,1
LROC_01455,-80.6905,-111.1528,0.192,0.157,0.26,0.74,46,0.215,0
LROC_01456,-83.1047,41.5544,0.195,0.163,0.17,0.94,86,0.364,1
LROC_01457,-83.2349,-33.9428,0.196,0.174,1.71,2.02,68,0.477,0
LROC_01458,-87.8432,-165.2103,0.179,0.155,0.12,0.66,59,0.25,1
LROC_01459,-83.4111,-54.9761,0.19,0.162,0.87,1.33,41,0.268,0
LROC_01460,-86.0614,-84.5177,0.206,0.176,0.27,0.67,42,0.2,1
LROC_01461,-83.4877,66.9928,0.206,0.146,0.63,1.2,32,0.204,1
LROC_01462,-88.9341,161.5646,0.185,0.203,0.72,1.43,45,0.266,0
LROC_01463,-83.4215,-83.503,0.187,0.194,0.41,0.78,55,0.269,1
LROC_01464,-80.0059,112.1277,0.202,0.162,2.77,2.95,48,0.524,1
LROC_01465,-89.5179,-160.0705,0.162,0.175,0.11,0.86,21,0.097,0
LROC_01466,-80.2283,13.7236,0.18,0.182,0.37,1.03,19,0.12,1
LROC_01467,-85.9309,-154.602,0.205,0.146,0.42,1.14,35,0.19,1
LROC_01468,-81.2925,156.2519,0.2,0.14,0.75,1.19,20,0.17,1
LROC_01469,-82.1761,95.8865,0.191,0.167,0.39,1.15,59,0.283,0
LROC_01470,-84.3298,56.862,0.162,0.185,0.08,0.71,49,0.206,1
LROC_01471,-82.6155,116.6027,0.184,0.179,2.21,2.69,17,0.333,1
LROC_01472,-81.2148,53.1071,0.176,0.172,0.4,0.81,47,0.236,1
LROC_01473,-85.9586,168.82,0.19,0.194,0.31,0.78,52,0.245,1
LROC_01474,-86.7297,77.0249,0.173,0.16,0.44,1.18,94,0.429,1
LROC_01475,-83.3241,152.8771,0.17,0.166,0.18,0.67,30,0.142,1
LROC_01476,-81.9215,6.1675,0.154,0.198,0.08,0.52,85,0.35,1
LROC_01477,-82.3771,-137.8568,0.203,0.151,0.12,0.81,22,0.102,1
LROC_01478,-82.0219,10.144,0.179,0.161,0.14,0.8,17,0.085,0
LROC_01479,-85.6442,-134.3258,0.187,0.178,0.17,0.86,83,0.352,0
LROC_01480,-81.8217,33.2977,0.185,0.161,0.41,1.08,33,0.181,1
LROC_01481,-88.7979,-6.3025,0.169,0.182,0.73,1.31,21,0.172,1
LROC_01482,-84.5551,44.1271,0.166,0.175,0.74,1.31,64,0.345,1
LROC_01483,-89.9424,-176.3831,0.17,0.171,0.05,0.91,20,0.086,1
LROC_01484,-86.7541,-109.8574,0.174,0.15,1.9,2.38,19,0.304,1
LROC_01485,-86.3354,-3.121,0.19,0.177,1.3,1.88,75,0.456,0
LROC_01486,-86.0383,162.1813,0.173,0.163,2.49,2.77,72,0.587,1
LROC_01487,-83.0453,-41.9007,0.211,0.163,0.33,1.13,36,0.184,1
LROC_01488,-86.1144,-27.2261,0.2,0.162,0.82,1.15,71,0.382,1
LROC_01489,-85.5131,77.2906,0.197,0.168,0.14,0.8,89,0.373,1
LROC_01490,-87.6246,37.3654,0.183,0.175,1.27,1.73,46,0.336,1
LROC_01491,-86.2675,-72.3866,0.208,0.169,0.13,0.82,31,0.14,1
LROC_01492,-87.7273,-32.1061,0.182,0.167,0.3,0.85,72,0.324,1
LROC_01493,-89.268,-101.6281,0.185,0.195,0.51,1.22,55,0.281,1
LROC_01494,-83.9655,167.7677,0.188,0.148,0.68,1.02,36,0.226,1
LROC_01495,-83.3179,-132.9716,0.196,0.168,0.62,1.16,94,0.45,1
LROC_01496,-83.8051,-46.1388,0.195,0.185,0.08,0.89,56,0.234,1
LROC_01497,-85.3651,-170.698,0.178,0.187,0.41,0.89,93,0.421,1
LROC_01498,-86.2021,-100.1594,0.177,0.166,1.92,2.15,22,0.318,1
LROC_01499,-81.3667,100.9696,0.195,0.16,1.54,2.03,60,0.425,0
LROC_01500,-84.8092,-107.5769,0.196,0.157,0.67,1.49,62,0.328,1
LROC_01501,-85.2082,-151.1772,0.179,0.188,0.64,1.01,17,0.145,1
LROC_01502,-89.7436,-9.1969,0.161,0.176,0.09,0.52,91,0.375,1
LROC_01503,-86.5875,-176.4111,0.182,0.182,0.17,0.85,44,0.196,1
LROC_01504,-86.198,-149.4842,0.194,0.177,0.22,0.72,42,0.194,1
LROC_01505,-86.0118,110.7453,0.212,0.2,0.5,1.06,87,0.408,1
LROC_01506,-84.1983,97.7304,0.167,0.19,0.99,1.71,90,0.479,1
LROC_01507,-84.664,149.45,0.179,0.167,0.46,0.91,39,0.211,0
LROC_01508,-83.9209,127.6256,0.179,0.158,0.1,0.85,51,0.216,0
LROC_01509,-82.3512,65.9432,0.205,0.164,0.43,1.04,65,0.312,1
LROC_01510,-81.8701,-161.1602,0.184,0.175,0.13,0.97,53,0.228,0
LROC_01511,-82.8188,101.8255,0.171,0.15,1.04,1.82,86,0.469,1
LROC_01512,-80.4448,124.3839,0.193,0.162,0.14,0.77,81,0.341,1
LROC_01513,-89.8177,107.6696,0.179,0.184,0.49,1.13,15,0.119,1
LROC_01514,-88.0422,3.0525,0.167,0.177,0.89,1.57,52,0.315,1
LROC_01515,-89.9244,-96.1553,0.172,0.197,0.19,0.73,66,0.287,1
LROC_01516,-83.5253,124.3188,0.211,0.142,0.06,0.57,77,0.315,0
LROC_01517,-81.0197,81.7786,0.191,0.184,0.62,1.44,66,0.338,1
LROC_01518,-87.5652,173.074,0.187,0.19,0.05,0.66,74,0.302,1
LROC_01519,-80.7297,-123.9507,0.181,0.193,0.66,0.99,27,0.187,0
LROC_01520,-89.3973,-98.7608,0.189,0.151,1.05,1.76,31,0.25,1
LROC_01521,-80.6556,-103.7527,0.189,0.18,0.3,0.97,44,0.212,1
LROC_01522,-86.4838,105.3143,0.189,0.165,0.5,0.93,52,0.268,0
LROC_01523,-88.9858,-112.7134,0.187,0.155,1.98,2.2,25,0.338,1
LROC_01524,-85.1413,-156.0025,0.198,0.165,0.48,0.98,41,0.222,1
LROC_01525,-87.4322,179.4819,0.185,0.163,4.25,4.69,52,0.718,0
LROC_01526,-87.1513,-171.0658,0.17,0.197,0.13,0.98,42,0.184,1
LROC_01527,-86.9271,120.6879,0.176,0.188,0.93,1.39,40,0.272,1
LROC_01528,-81.9697,-48.4679,0.155,0.173,0.79,1.53,47,0.283,0
LROC_01529,-84.6084,122.9816,0.215,0.152,1.54,2.01,46,0.369,1
LROC_01530,-86.8869,19.6634,0.198,0.165,0.07,0.79,68,0.28,1
LROC_01531,-83.8967,144.5872,0.173,0.181,0.25,0.79,39,0.186,0
LROC_01532,-82.8385,153.4295,0.181,0.194,0.11,0.76,38,0.165,1
LROC_01533,-87.2738,-176.7247,0.175,0.192,2.03,2.37,54,0.46,1
LROC_01534,-85.8645,-152.8516,0.208,0.167,0.42,0.81,41,0.214,1
LROC_01535,-88.7811,-89.8709,0.164,0.182,1.81,2.1,60,0.457,0
LROC_01536,-88.1885,60.9535,0.187,0.149,0.26,0.78,83,0.363,1
LROC_01537,-83.1888,139.778,0.183,0.197,0.1,0.98,83,0.344,1
LROC_01538,-88.1856,-14.4209,0.197,0.165,0.26,1.12,53,0.243,0
LROC_01539,-84.7484,38.5103,0.183,0.201,0.68,1.43,43,0.254,0
LROC_01540,-82.9095,-112.1401,0.159,0.191,1.4,1.78,89,0.524,0
LROC_01541,-88.9312,109.7881,0.181,0.209,0.37,0.95,45,0.224,1
LROC_01542,-84.3269,168.2381,0.17,0.193,1.85,2.28,79,0.538,1
LROC_01543,-87.4344,-83.3044,0.186,0.155,0.21,0.78,29,0.141,1
LROC_01544,-80.3707,-1.8627,0.207,0.158,0.89,1.22,88,0.459,0
LROC_01545,-85.1645,-148.9982,0.159,0.186,1.0,1.57,23,0.212,1
LROC_01546,-81.9401,21.2892,0.173,0.169,0.24,0.65,27,0.137,1
LROC_01547,-84.4977,1.002,0.177,0.175,0.05,0.85,59,0.242,1
LROC_01548,-89.5659,-128.0029,0.179,0.159,0.34,1.05,20,0.121,1
LROC_01549,-83.6685,-20.8562,0.196,0.172,0.05,0.62,58,0.238,0
LROC_01550,-80.486,-59.7223,0.182,0.182,1.73,2.28,16,0.272,1
LROC_01551,-83.9839,7.8591,0.191,0.159,2.3,2.59,43,0.448,1
LROC_01552,-81.8081,30.8356,0.176,0.21,1.0,1.43,62,0.368,0
LROC_01553,-81.1579,-176.9416,0.188,0.176,0.97,1.43,26,0.22,1
LROC_01554,-87.7192,93.9622,0.197,0.159,0.21,0.99,81,0.349,0
LROC_01555,-87.8796,76.6851,0.174,0.157,0.06,0.56,64,0.263,1
LROC_01556,-83.8902,-48.1369,0.197,0.172,1.22,1.78,25,0.246,0
LROC_01557,-85.8897,-160.9431,0.186,0.172,0.61,1.05,19,0.149,1
LROC_01558,-81.6014,91.7757,0.201,0.181,0.86,1.32,59,0.339,1
LROC_01559,-80.9998,163.8631,0.182,0.176,1.13,1.53,88,0.488,1
LROC_01560,-86.4658,-93.5454,0.191,0.156,0.4,1.08,61,0.292,0
LROC_01561,-87.6313,-63.5311,0.184,0.202,0.12,0.77,20,0.094,1
LROC_01562,-82.1947,-113.8274,0.184,0.184,1.19,1.83,94,0.519,0
LROC_01563,-87.2519,27.697,0.189,0.171,0.45,0.91,83,0.386,1
LROC_01564,-81.7739,-124.2571,0.193,0.176,1.32,1.59,77,0.466,1
LROC_01565,-85.7626,-51.7702,0.166,0.192,0.43,1.13,81,0.376,1
LROC_01566,-83.3245,70.9247,0.207,0.145,0.18,0.62,61,0.266,1
LROC_01567,-89.0446,21.6418,0.157,0.192,0.14,0.65,48,0.209,1
LROC_01568,-83.7614,-40.8735,0.175,0.174,1.02,1.47,26,0.226,1
LROC_01569,-85.4823,-28.7101,0.184,0.185,0.64,1.35,41,0.241,1
LROC_01570,-84.1339,22.3599,0.191,0.163,0.39,1.06,83,0.379,0
LROC_01571,-88.3199,-177.8887,0.209,0.157,0.51,0.95,82,0.389,0
LROC_01572,-82.6313,-151.7364,0.157,0.214,0.6,1.24,42,0.24,0
LROC_01573,-81.372,137.2529,0.177,0.199,0.21,0.94,85,0.365,1
LROC_01574,-87.8326,-151.9636,0.153,0.142,0.36,0.92,59,0.279,1
LROC_01575,-89.0429,74.4493,0.185,0.194,0.26,0.76,16,0.095,1
LROC_01576,-89.7636,151.2137,0.189,0.174,0.37,1.07,23,0.136,1
LROC_01577,-83.5803,-82.5539,0.209,0.155,0.52,1.17,93,0.434,1
LROC_01578,-83.9291,-46.6231,0.187,0.161,0.14,0.56,45,0.197,1
LROC_01579,-84.533,24.8117,0.201,0.155,0.38,1.08,50,0.246,1
LROC_01580,-87.6805,137.4152,0.194,0.163,0.37,0.98,29,0.16,1
LROC_01581,-86.0909,159.086,0.178,0.163,0.25,1.0,76,0.334,1
LROC_01582,-84.0552,86.2428,0.164,0.166,4.87,4.88,45,0.764,1
LROC_01583,-85.0323,-148.8169,0.189,0.159,0.06,0.58,41,0.171,1
LROC_01584,-80.1221,60.8955,0.163,0.192,0.77,1.36,16,0.156,1
LROC_01585,-88.6356,-32.2907,0.204,0.169,0.14,0.77,87,0.365,1
LROC_01586,-83.0486,-10.5476,0.183,0.186,1.37,1.83,57,0.392,1
LROC_01587,-85.9568,-162.3066,0.203,0.168,1.84,2.43,15,0.281,0
